Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
131.4,nan,nan,mark o finney dds,"['dentist in new brighton, minnesota']",new brighton family dentistry,"['dentist in new brighton, minnesota']",new brighton mn,Health and Community Services
63.0,nan,nan,massage garage   k,"['massage therapist in los angeles, california']",massage garage,"['massage therapist in los angeles, california']",culvercity ca,"Trade, Professional and Personal Services"
40.0,nan,nan,delta    frankl,"['gas station in nutley, new jersey']",delta gas station,"['gas station in nutley, new jersey']",nutley nj,Services to Transport
24.43,5814.0,fast food restaurants,burbank  zankou,['chicken restaurant'],burbank  zankou,['chicken restaurant'],burbank ca,Entertainment
60.09,5999.0,miscellaneous & specialty stores,the oniontree,"['view all', 'gift shop in wichita, kansas']",oniontree,"['view all', 'gift shop in wichita, kansas']",wichita ks,Retail Trade
37.45,5932.0,antique shops,classic century square,"['antique store in albuquerque, new mexico']",classic century square,"['antique store in albuquerque, new mexico']",albuquerque nm,Retail Trade
76.21,5995.0,pet shops pet foods and supplies stores,sterlings pet supplies,"['pet supply store in queens, new york']",petland discounts,"['pet store in queens, new york']",kew gardens ny,Retail Trade
7.75,nan,nan,henry doorly zoo o,"['view all', 'zoo in omaha, nebraska']",omahas henry doorly zoo and aquarium,"['zoo in omaha, nebraska']",omaha ne,Entertainment
56.8,nan,nan,eisler chemist,"['pharmacy in new york city, new york']",eisler chemists,"['pharmacy in new york city, new york']",new york ny,Retail Trade
17.95,5734.0,computer software stores,taxact *online,[],taxact,[],ia,"Trade, Professional and Personal Services"
16.18,nan,nan,myfico.com,[],myfico.com,[],ca,Property and Business Services
32.0,nan,nan,va dmv leesburg cs,"['department of motor vehicles in leesburg, virginia']",department of motor vehicles,[],leesburg va,Retail Trade
8.12,5947.0,card gift novelty or souvenir shops,monkey see monkey do,"['gift shop in austin, texas']",monkey see monkey do,"['gift shop in austin, texas']",austin tx,Retail Trade
26.61,5691.0,men's and women's clothing stores,bluenotes #,['view all'],bluenotes #,"['warehouse store in edmonton, alberta', 'view all']",edmonton cd,Retail Trade
32.9,5812.0,restaurants or eating places,mariscos mar azul rest,['seafood restaurant'],mariscos mar azul,['seafood restaurant'],az,Entertainment
25.0,7230.0,barber or beauty shops,three c s cutcurl,['view all'],three c s cutcurl,['view all'],chandler az,"Trade, Professional and Personal Services"
262.5,5944.0,clock jewelry silverware or watch stores,reynolds jewelers,"['jewelry designer in rock springs, wyoming']",reynolds jewelers,"['jewelry designer in rock springs, wyoming']",rock springs wy,"Trade, Professional and Personal Services"
218.75,nan,nan,nicole miller,[],nicole miller,[],west hollywoo ca,Retail Trade
17.2,5812.0,restaurants or eating places,sayakomarn's tai &,"['view all', 'thai restaurant']",sayakomarns restaurant,['thai restaurant'],canyon tx,Entertainment
107.1,nan,nan,st eye care,"['optometrist · s cooper st ⋅ opens fri', 'eye care center · n collins stclosed ⋅ opens fri', 'optometrist · s cooper stclosed ⋅ opens fri', 'near arlington, tx']",st eye care,"['optometrist · s cooper st ⋅ opens fri', 'eye care center · n collins stclosed ⋅ opens fri', 'optometrist · s cooper stclosed ⋅ opens fri', 'near arlington, tx']",arlington tx,Health and Community Services
619.0,nan,nan,allan hancock coll,"['community college in santa maria, california']",allan hancock college,"['community college in santa maria, california']",hancockcolleg ca,Education
13.18,nan,nan,geisha sushi bar,['sushi restaurant'],geisha sushi bar,['sushi restaurant'],columbia mo,Entertainment
288.6,nan,nan,tiki beach hotel l,['hotel'],tiki on the beach hotel,['hotel'],fort myers be fl,Travel
102.89,nan,nan,the lost dog cafe,"['columbia pikeclosed ⋅ opens fri', 'near arlington, va', 'washington blvdclosed ⋅ opens fri']",lost dog cafe,"['columbia pikeclosed ⋅ opens fri', 'near arlington, va', 'washington blvdclosed ⋅ opens fri']",arlington va,Entertainment
10.88,5942.0,book stores,bodhi tree bookstore,[],bodhi tree,"['store in los angeles, california']",west hollywoo ca,"Trade, Professional and Personal Services"
12.95,5411.0,grocery stores or supermarkets,mitsuwa marketplace cm,['japanese grocery store'],mitsuwa marketplace,['japanese grocery store'],costa mesa ca,Retail Trade
49.0,4816.0,computer network/info svcs,radius broadband,[],radius broadband,[],de soto ks,"Trade, Professional and Personal Services"
322.62,nan,nan,jee tires,"['tire shop in houston, texas']",jee tires,"['tire shop in houston, texas']",tx,Services to Transport
67.0,nan,nan,studio #,"['near winter park, fl', 'recording studio · formosa avecloses soon ⋅', 'photographer · lee rd', 'recording studio · formosa aveopen hours']",sunrise studio,"['near winter park, fl', 'view all', 'winter park rdopen hours', 'university blvdopen ⋅ closes', 'formosa aveopen hours']",winter park fl,Entertainment
81.62,nan,nan,kahns of orchard s,"['lingerie store in palm beach county, florida']",kahns of orchard st,"['lingerie store in palm beach county, florida']",delray beach fl,Retail Trade
35.76,nan,nan,charo's peruvian c,['peruvian restaurant'],charos peruvian cuisine,['peruvian restaurant'],long beach ca,Entertainment
70.0,nan,nan,depasquale the spa,"['spa in parsippany-troy hills, new jersey']",depasquale the spa,"['spa in parsippany-troy hills, new jersey']",morris plains nj,"Trade, Professional and Personal Services"
5.17,5814.0,fast food restaurants,byu jamba juice,['juice shop'],jamba juice,"['near provo, ut', 'e campus drclosed ⋅ opens fri', 'brigham young university, sab student athletic buildingclosed ⋅ opens fri', 'n university pkwy ⋅ opens fri']",provo ut,Retail Trade
35.0,4121.0,taxicabs or limousines,b & b transportation,"['near arizona', '· trucking companybuckeye, azclosed ⋅ opens fri', '· handicapped transportation serviceopen hours', 'association or organizationtucson, az']",b and b transportation,"['near arizona', '· trucking companybuckeye, azclosed ⋅ opens fri', '· handicapped transportation serviceopen hours', 'association or organizationtucson, az']",az,Services to Transport
10.5,5812.0,restaurants or eating places,comida mercado fresco,['restaurant'],comida mercado fresco,['restaurant'],brooklyn ny,Entertainment
73.4,7549.0,towing services,urs southwest,[],urs southwest phoenix az,[],phoenix az,Services to Transport
74.0,8043.0,opticians,kong l. chang & associ,"['optometrist in oklahoma city, oklahoma']",kong chang and associates,"['optometrist in oklahoma city, oklahoma']",oklahoma city ok,Health and Community Services
250.0,7997.0,membership clubs incl sports rec athletic country golf,v  live,[],v  live,[],ut,Entertainment
63.29,nan,nan,hawaii crabs,"['pet store in bloomington, minnesota']",hawaii crabs,"['pet store in bloomington, minnesota']",bloomington mn,Retail Trade
76.45,5122.0,drugs drug proprietaries and druggist sundries,luckyvitamin.com,[],luckyvitamin.com,[],pa,"Trade, Professional and Personal Services"
15.0,nan,nan,arena tavern,['american restaurant'],arena tavern,['american restaurant'],kennesaw ga,Entertainment
60.0,nan,nan,rch wellness cente,"['cannabis store in flagstaff, arizona']",greenhouse of flagstaff,"['cannabis store in flagstaff, arizona']",flagstaff az,Finance
10.0,7542.0,car washes,delta queen,"['car wash in campbell, california']",classic car wash,"['e hamilton ave #cclosed ⋅ opens fri', 'e hamilton aveclosed ⋅ opens fri', 'near campbell']",campbell ca,Services to Transport
44.47,5921.0,liquor wine package or beer stores,pollok's liquor st,['liquor store'],polloks,['restaurant'],falls city tx,Entertainment
15.78,nan,nan,spirit bay trading,"['native american goods store in duluth, minnesota']",spirit bay trading,"['native american goods store in duluth, minnesota']",duluth mn,Retail Trade
47.13,nan,nan,presstine cleaners,"['dry cleaner in atlanta, georgia']",presstine cleaners,"['dry cleaner in atlanta, georgia']",atlanta ga,"Trade, Professional and Personal Services"
52.9,5732.0,electronic sales,lovetoner,"['toner cartridge supplier in clinton county, new york']",lovetoner,"['toner cartridge supplier in clinton county, new york']",ny,Retail Trade
3.45,5812.0,restaurants or eating places,osu tomassitos pizza,['italian restaurant'],tomassitos italian cafe,['italian restaurant'],corvallis or,Entertainment
31.9,5499.0,misc food stores - specialty markets & convenience,heather's tummy care,"['near washington', 'manufacturer · seattle, waclosed ⋅ opens fri', 'food manufacturer · kent, waclosed ⋅ opens fri']",heathers tummy care,"['near washington', 'manufacturer · seattle, waclosed ⋅ opens fri', 'food manufacturer · kent, waclosed ⋅ opens fri']",wa,Retail Trade
61.6,nan,nan,homeslyce,"['n charles stclosed ⋅ opens fri', 'near baltimore, md', 'e wells stclosed ⋅ opens fri']",homeslyce,"['n charles stclosed ⋅ opens fri', 'near baltimore, md', 'e wells stclosed ⋅ opens fri']",baltimore md,Entertainment
91.72,5541.0,gas/service stations with/without ancillary services,esd gas,['view all'],esd gas,['view all'],guadalajara j mx,Services to Transport
155.0,8220.0,universities colleges sr colleges or professional schools,instituto cultural,"['private school in san miguelito, panama']",panama park,"['view all', 'pharmacy in jacksonville, florida']",panama pb,Travel
52.0,3709.0,super motels,terre haute super  ho,"['hotel · s strelaxed hotel with free wi-fi & parking', 'off-road race track · s us hwy', 'near terre haute, in', '· $$clothing store · s us hwy ste ⋅ opens fri']",super 8 by wyndham,"['marshall, il', 'paris, il', 'near super by wyndham terre haute, s st, terre haute, in', 's st']",terre haute in,Travel
19.95,5999.0,miscellaneous & specialty stores,gallery leather co inc,"['furniture store in menlo park, california']",gallery leather,"['furniture store · menlo park, caclosed ⋅ opens fri', 'near santa clara county, ca', 'leather goods store · sacramento, caclosed ⋅ opens fri', 'leather goods store · ben lomond, catemporarily closed']",me,Retail Trade
61.99,5812.0,restaurants or eating places,wind & sea restaurant,['restaurant'],wind and sea restaurant,"['view all', 'restaurant']",dana point ca,Entertainment
5.53,5812.0,restaurants or eating places,caliente mexican food,['mexican restaurant'],caliente mexican food,['mexican restaurant'],san diego ca,Entertainment
48.15,2791.0,typesetting plate making and related services,the recognition place,"['engraver in albuquerque, new mexico']",the recognition place,"['engraver in albuquerque, new mexico']",albuquerque nm,"Trade, Professional and Personal Services"
12.61,5331.0,variety stores,cynthiasfinegfts&cards,"['greeting card shop in sun city, arizona']",cynthias,"['real estate consultantclosed ⋅ opens fri', 'greeting card shop · n aveclosed ⋅ opens fri', 'nutritionist · w thunderbird blvd', 'near sun city, az']",sun city az,"Trade, Professional and Personal Services"
8.61,nan,nan,planet k south,"['gift shop in austin, texas']",planet k texas,"['e cesar chavez stopen ⋅ closes', 'parking lot, s lamar blvdopen ⋅ closes', 'near austin, tx', 'n interstate hwy ⋅ closes']",austin tx,Retail Trade
12.96,5814.0,fast food restaurants,bigs aztec corner,['convenience store'],bigs aztec corner,['convenience store'],san antonio tx,Retail Trade
39.25,5812.0,restaurants or eating places,cokies landing,['bakery'],cokies landing,['bakery'],salem or,Entertainment
7.27,nan,nan,big lots stores,"['beaumont, cacloses soon ⋅', 'hemet, cacloses soon ⋅', 'yucaipa, cacloses soon ⋅', 'near banning']",big lots,"['beaumont, cacloses soon ⋅', 'hemet, cacloses soon ⋅', 'yucaipa, cacloses soon ⋅', 'near banning']",banning ca,Retail Trade
40.0,nan,nan,bridge stop,"['gas station in queens, new york']",bridge stop,"['gas station in queens, new york']",long is city ny,Retail Trade
10.66,nan,nan,chuck s nuts,"['· $$hamburger · cerrillos rdclosed ⋅ opens fri', 'chocolate shop · cerrillos rdclosed ⋅ opens fri', '· $$hardware store · cerrillos rd ⋅ opens fri', 'near santa fe, nm']",c g higgins confections,['chocolate shop'],santa fe nm,Retail Trade
10.0,7523.0,automobile parking or parking lots,denison plaza parking,"['parking e ohio stopen hours', 'near indianapolis, in', 'corporate n meridian st ⋅ opens fri', 'parking s capitol aveopen hours']",denison parking,"['near indianapolis, in', 'n new jersey st', 'delaware st', 'n meridian st ⋅ opens fri']",indianapolis in,Services to Transport
19.22,nan,nan,tropical yogurt,"['view all', 'dessert shop']",tropical yogurt,"['view all', 'dessert shop']",weslaco tx,Retail Trade
44.0,5812.0,restaurants or eating places,bar lolo,[],bar lolo,[],portland or,Entertainment
90.64,5812.0,restaurants or eating places,big sur roadhouse,"['view all', 'californian restaurant']",big sur roadhouse,"['view all', 'californian restaurant']",big sur ca,Entertainment
40.0,5542.0,automated fuel dispensers,bill's valero,"['gas station in sonoma county, california']",bills valero,"['gas station in sonoma county, california']",sebastopol ca,Services to Transport
11.42,nan,nan,azer & sons,"['hvac contractor in richmond, virginia']",michael and son services,"['hvac contractor in richmond, virginia']",richmond va,"Trade, Professional and Personal Services"
19.59,7349.0,cleaning and maintenance janitorial services,kennedykleaningsupplie,"['building materials store in sierra vista, arizona']",kennedy kleaning supplies,[],sierra vista az,"Trade, Professional and Personal Services"
