Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
46.18,5542.0,automated fuel dispensers,canada rd food&fuel,"['sandwich shop in lakeland, tennessee']",canada rd food and fuel,"['sandwich canada rdclosed ⋅ opens fri', 'gas canada rdopen', 'near lakeland, tn', 'gas canada']",lakeland tn,Services to Transport
35.0,nan,nan,cali's nails,"['nail salon in houston, texas']",calis nails,"['nail salon in houston, texas']",houston tx,"Trade, Professional and Personal Services"
58.45,7216.0,dry cleaners,swan cleaners,"['s val vista drclosed ⋅ opens fri', 'n higley rdclosed ⋅ opens fri', 'queen creek, azclosed ⋅ opens fri', 'near gilbert, az']",swan cleaners,"['s val vista drclosed ⋅ opens fri', 'n higley rdclosed ⋅ opens fri', 'queen creek, azclosed ⋅ opens fri', 'near gilbert, az']",gilbert az,"Trade, Professional and Personal Services"
10.48,5812.0,restaurants or eating places,super tom's burger,[],super toms burgers,['hamburger restaurant'],bakersfield ca,Entertainment
60.0,nan,nan,aquatropics aquari,"['tropical fish store in crystal, minnesota']",aquatropics,"['tropical fish store in crystal, minnesota']",minneapolis mn,Retail Trade
32.3,4812.0,telecommuncations equipment including telephone sales,at t authorized retail,"['cell phone store in reno, nevada']",at and t,"['near reno, nv', 'kietzke ln suite aclosed ⋅ opens fri', 'n mccarran blvd suite bclosed ⋅ opens fri', 'e plumb ln ste aclosed ⋅ opens fri']",reno nv,Communication Services
44.68,5812.0,restaurants or eating places,sky sushi,['sushi restaurant'],sky sushi,['sushi restaurant'],stanton ca,Entertainment
48.7,nan,nan,icp*e dealbill oho,[],icp,[],beijing cn,Services to Transport
63.87,nan,nan,ocm*carepackages.c,[],ocm,"['view all', 'town in maryland', 'seafood restaurant in ocean city, maryland']",md,Property and Business Services
20.0,nan,nan,fiesta paradise,['party equipment rental service'],fiesta paradise party rentals,['party equipment rental service'],hialeah fl,"Trade, Professional and Personal Services"
63.8,nan,nan,anwill groceries,"['grocery store · st nwcloses soon ⋅', 'convenience store · rugby blvd nwclosed ⋅ opens fri', 'near roanoke, va']",annwil groceries,"['grocery store · st nwcloses soon ⋅', 'convenience store · rugby blvd nwclosed ⋅ opens fri', 'near roanoke']",roanoke va,Retail Trade
145.25,7922.0,theatrical producers (excl motion pictures) ticket agencies,tm *south pacific,[],south pacific,['view all'],ca,Travel
232.6,nan,nan,salerno duane ford,"['ford dealer in summit, new jersey']",salerno duane ford,"['ford dealer in summit, new jersey']",summit nj,Retail Trade
530.75,nan,nan,aircraft spruce an,"['aircraft supply store in corona, california']",aircraft spruce and specialty,"['aircraft supply store in corona, california']",corona ca,Retail Trade
21.9,7998.0,aquariums seaquariums dolphinariums,aquariumofthebay ticke,"['aquarium in san francisco, california']",aquarium of the bay,"['aquarium in san francisco, california']",san francisco ca,Entertainment
12.74,5812.0,restaurants or eating places,jo jos barbeque,['barbecue restaurant'],jojos barbeque,['barbecue restaurant'],abilene tx,Entertainment
20.94,nan,nan,nutrabio.com,"['vitamin & supplements store in middlesex, new jersey']",nutrabio,"['vitamin & supplements store in middlesex, new jersey']",nj,Retail Trade
48.47,5992.0,florists,tlf*dave's flowers,"['florist in vancouver, british columbia']",daves flowers,"['near santa clara county, ca', 'florist · los angeles, caclosed ⋅ opens fri', 'florist · san diego, caclosed ⋅ opens fri', 'view all', 'florist · huntington beach, caclosed ⋅ opens fri']",ca,Retail Trade
51.69,5733.0,music stores musical instruments pianos sheet music,ward brodt music co.,"['musical instrument store in fitchburg, wisconsin']",ward brodt music,"['musical instrument store in fitchburg, wisconsin']",madison wi,Retail Trade
282.35,5942.0,book stores,upennbookstore #,"['twitter • days ago', 'twitter • hours ago', 'bookstore in philadelphia, pennsylvania', 'twitter • day ago']",university of pennsylvania bookstore,"['bookstore in philadelphia, pennsylvania']",pa,Retail Trade
45.46,5511.0,auto/truck dealers new/used sale repair parts & lease,henry day ford,"['ford dealer in west valley city, utah']",ken garff west valley ford,"['ford dealer in west valley city, utah']",west valley c ut,Retail Trade
11.69,nan,nan,tomatina walnut cr,['italian restaurant'],tomatina,"['italian restaurant', 'view all']",walnut creek ca,Entertainment
8.0,7299.0,misc personal services not elsewhere classified,sq *kurt ostler,['view all'],kurt ostler,['view all'],spanish fork ut,"Trade, Professional and Personal Services"
17.85,5921.0,liquor wine package or beer stores,sturgis liquor store,['liquor store'],sturgis liquor,['liquor store'],sturgis sd,Retail Trade
50.15,nan,nan,rock auto,['corporate office'],rock auto,['corporate office'],madison wi,Retail Trade
38.7,5812.0,restaurants or eating places,stone park cafe,"['new american restaurant', 'view all']",stone park cafe,"['new american restaurant', 'view all']",brooklyn ny,Entertainment
72.0,7230.0,barber or beauty shops,shannon at salonvivase,"['dentist in yorba linda, california']",shannon oh jamison dentistry,"['dentist in yorba linda, california']",yorba linda ca,Health and Community Services
25.0,7542.0,car washes,supersonic car wash,"['near murray, ut', 's state stclosed ⋅ opens fri', 's vine wayclosed ⋅ opens fri']",supersonic car wash,"['near murray, ut', 's state stclosed ⋅ opens fri', 's vine wayclosed ⋅ opens fri']",murray ut,Services to Transport
20.14,nan,nan,the oval office,"['view all', 'bistro']",oval office,"['view all', 'bistro']",id,Entertainment
6.63,5812.0,restaurants or eating places,bake house charleston,['bakery'],bakehouse charleston,['bakery'],charleston sc,Retail Trade
166.36,7230.0,barber or beauty shops,marilyn ihloff south,"['beauty salon in tulsa, oklahoma', 'view all']",ihloff salon and day spa,"['beauty salon in tulsa, oklahoma']",tulsa ok,"Trade, Professional and Personal Services"
12.75,5813.0,alcoholic beverages drinking places - bars nightclubs etc,pines bar,['bar'],pines bar,['bar'],thayne wy,Entertainment
20.79,nan,nan,tube lite company,"['screen printer in moonachie, new jersey']",tubelite,"['screen printer in moonachie, new jersey']",moonachie nj,Property and Business Services
15.0,8099.0,medical services and health practitioners (nec),cmg southwest,"['medical clinic in tucson, arizona']",carondelet medical,"['near tucson, az', ""medical clinic · w st mary's rd, ste ⋅ opens fri"", 'medical clinic · e carondelet dr ste ⋅ opens fri', 'medical clinic · n stone ave ste ⋅ opens fri']",tucson az,Health and Community Services
35.0,nan,nan,tangles nail salon,"['beauty salon in marion, virginia']",tangles hair salon,"['beauty salon in marion, virginia']",marion va,"Trade, Professional and Personal Services"
17.65,nan,nan,seven silver seas,"['view all', 'gift shop in maggie valley, north carolina']",seven silver seas,"['view all', 'gift shop in maggie valley, north carolina']",maggie valley nc,Retail Trade
10.68,4812.0,telecommuncations equipment including telephone sales,at&t,"['near fayetteville, nc', 'cross creek mall space ⋅ opens fri', 'ramsey stclosed ⋅ opens fri', 'skibo rdclosed ⋅ opens fri']",at and t,"['near fayetteville, nc', 'cross creek mall space ⋅ opens fri', 'ramsey stclosed ⋅ opens fri', 'skibo rdclosed ⋅ opens fri']",fayetteville nc,Communication Services
2.07,nan,nan,cafe rio,"['broadway avecloses soon ⋅', 'w franklin rdcloses soon ⋅', 'near boise, id', 'meridian, idcloses soon ⋅']",cafe rio,"['broadway avecloses soon ⋅', 'w franklin rdcloses soon ⋅', 'near boise, id', 'meridian, idcloses soon ⋅']",boise id,Entertainment
31.0,nan,nan,twisters inc,"['gymnastics center in champlin, minnesota']",twin city twisters,"['gymnastics center in champlin, minnesota']",champlin mn,Health and Community Services
20.33,5812.0,restaurants or eating places,cafe rico,['mexican restaurant'],cafe rico,['mexican restaurant'],eastland tx,Entertainment
46.98,5968.0,continuity/subscription merchant,hom*ruby bracelet,"['jewelry store in san francisco, california']",hom*ruby bracelet,"['jewelry store in san francisco, california']",ny,Property and Business Services
18.8,5812.0,restaurants or eating places,rancheros mex.grill&ca,"['mexican · west sacramento, ca', 'near santa clara county, ca', '· $mexican · fresno, cacloses soon ⋅', 'mexican · clovis, caclosed ⋅ opens fri']",ranchero,"['· $$mexican · farm to market rd ⋅ opens fri', '· $$mexican · tomball, txclosed ⋅ opens fri', 'near magnolia, tx', '· $$mexican · ⋅ opens fri']",magnolia tx,Entertainment
11.77,nan,nan,pings chinese cuis,['chinese restaurant'],pings chinese cuisine,['chinese restaurant'],sarasota fl,Entertainment
84.8,5651.0,family clothing stores,streetwear clothing an,"['clothing store · n gould st ste hours', 'clothing store · coffeen ave ste hours', 'near sheridan, wy', 'clothing store · n main stclosed ⋅ opens fri']",the clothing co. and baby too,"['clothing store in sheridan, wyoming']",sheridan wy,Retail Trade
54.38,nan,nan,ftd*playa del rey,"['hotel · playa del rey, casecluded, upscale b&b with free parking', 'florist · playa del rey, caclosed ⋅ opens fri', 'near playa del rey, los angeles, ca']",playa del rey florist,"['florist in los angeles, california']",playa del rey ca,Retail Trade
18.0,nan,nan,st. paul saints sp,"['baseball club in saint paul, minnesota', 'view all']",st. paul saints baseball club,"['baseball club in saint paul, minnesota']",lakeville mn,Entertainment
100.0,8220.0,universities colleges sr colleges or professional schools,unt advancement,['corporate office'],unt division of advancement,['corporate office'],tx,Education
35.0,nan,nan,tricia brown md,"['doctor in the woodlands, texas']",tricia brown md,"['doctor in the woodlands, texas']",houston tx,Health and Community Services
34.22,5812.0,restaurants or eating places,ninos ii,['pizza restaurant'],ninos pizzeria ii,['pizza restaurant'],auburn ny,Entertainment
12.81,nan,nan,tia juanitas,"['mexican restaurant', 'view all']",tia juanitas pronto,['mexican restaurant'],albuquerque nm,Entertainment
53.44,nan,nan,artesanias panama,"['souvenir store · panama city, panamaclosed ⋅ opens fri', 'view all', 'handicraft · panama', 'handicraft · panamaclosed ⋅ opens fri', 'near panama']",panama park,"['pharmacy in jacksonville, florida', 'view all']",panama pb,Travel
140.0,7230.0,barber or beauty shops,"salon company, the","['nail salon in pueblo west, colorado']",the salon company,"['nail salon in pueblo west, colorado']",pueblo west co,"Trade, Professional and Personal Services"
71.41,5969.0,direct marketers (nec),faueicthy greenaxd tic,['view all'],tic,['view all'],shenzhen cn,"Trade, Professional and Personal Services"
27.13,nan,nan,alecsies house of,['pizza restaurant'],alecsies house of pizza,['pizza restaurant'],harwich ma,Entertainment
25.0,7230.0,barber or beauty shops,belle image salon,"['beauty salon in chula vista, california']",belle image salon,"['beauty salon in chula vista, california']",chula vista ca,"Trade, Professional and Personal Services"
24.32,5812.0,restaurants or eating places,rocco`s new york pizza,['pizza restaurant'],roccos ny pizzeria and pasta,['pizza restaurant'],las vegas nv,Entertainment
16.9,nan,nan,colosseo,[],colosseo,[],philadelphia pa,Entertainment
53.51,nan,nan,feed & grain of no,['seafood restaurant'],feed and grain,['seafood restaurant'],northport ny,Retail Trade
19.99,nan,nan,combi,['view all'],combi,['view all'],st.paul mn,Entertainment
20.0,nan,nan,ssm*southwest news,[],southwest missouri bank,"['near morrow county, or', 'carthage, moclosed ⋅ opens fri', 'joplin, moclosed ⋅ opens fri']",mo,Finance
15.88,5651.0,family clothing stores,selas small couture ll,"['baby store in seattle, washington']",selas small couture,"['baby store in seattle, washington']",seattle wa,Retail Trade
4.21,nan,nan,cenex united p,"['st ncloses soon ⋅', 'coop stopen', 'new town, nd', 'near new town, nd']",united prairie cooperative,"['hardware store in mountrail county, north dakota']",new town nd,Retail Trade
44.23,5812.0,restaurants or eating places,pescadores bistro inc.,['bistro'],pescadores bistro,['bistro'],port alberni cd,Entertainment
73.85,nan,nan,gldn moon chinest,"['chinese noodle restaurant', 'view all']",asian fusion garden,['chinese restaurant'],ojai ca,Entertainment
42.5,nan,nan,fiji nails & spa,"['nail salon in stamford, connecticut']",fiji nails and spa,"['nail salon in stamford, connecticut']",stamford ct,"Trade, Professional and Personal Services"
5.23,5814.0,fast food restaurants,umami bento,['japanese restaurant'],aja sushi and bento,['japanese restaurant'],honolulu hi,Entertainment
25.84,5541.0,gas/service stations with/without ancillary services,skyline,['convenience store'],skyline,['convenience store'],dolores co,Services to Transport
21.28,nan,nan,windmill glasswork,"['gift shop in solvang, california']",windmill glassworks,"['gift shop in solvang, california']",solvang ca,Retail Trade
65.44,5571.0,motorcycle dealers,on any moto,"['motorcycle dealer in tucson, arizona']",on any moto,"['motorcycle dealer in tucson, arizona']",tucson az,Retail Trade
9.0,nan,nan,ninth  express c,"['std clinic in new york city, new york']",ninth ward,['bar'],new york ny,Entertainment
21.56,5198.0,paints varnishes and supplies,hickory hut,['barbecue restaurant'],hickory hut,['barbecue restaurant'],mn,Entertainment
27.7,5812.0,restaurants or eating places,blue koi,['chinese restaurant'],blue koi,['chinese restaurant'],kansas city mo,Entertainment
24.98,5812.0,restaurants or eating places,frisco's food services,['restaurant'],friscos restaurant,"['near long beach, ca', '· $$gastropub · e broadway', '· $$seafood · s pine aveclosed ⋅ opens fri', '· $$$steak · e ocean blvd']",long beach ca,Entertainment
113.48,5499.0,misc food stores - specialty markets & convenience,order neocate,[],order neocate,[],md,Retail Trade
