Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
58.4,7011.0,lodging hotels motels resorts,longhorn motel,"['motel in boise city, oklahoma']",longhorn motel,"['motel in boise city, oklahoma']",boise city ok,Travel
26.92,5941.0,sporting goods stores,second avenue spor,"['ski shop in durango, colorado']",2nd ave sports,"['ski shop in durango, colorado']",durango co,Retail Trade
76.56,5697.0,tailors seamstresses mending & alterations,jeannies sewing shop,"['clothing alteration service in lakewood, washington']",jeannies sewing shop,"['clothing alteration service in lakewood, washington']",lakewood wa,"Trade, Professional and Personal Services"
264.86,nan,nan,c & j tire #,"['tire shop in montgomery county, pennsylvania']",c and j tire,"['tire shop in montgomery county, pennsylvania']",limerick pa,Services to Transport
25.0,8398.0,charitable or social services organizations,sst* solutionspreg,[],sst,[],mount vernon oh,Travel
25.0,nan,nan,hana nails and eco,"['nail salon in yonkers, new york']",hana nail iii,"['nail salon in yonkers, new york']",yonkers ny,"Trade, Professional and Personal Services"
75.97,8062.0,hospitals,health cntr clinic wp,"['view all', 'cancer treatment center in morgantown, west virginia']",u of u health centerville health center,"['medical clinic in centerville, utah']",ut,Health and Community Services
38.22,7216.0,dry cleaners,new select cleaners,"['dry cleaner in scottsdale, arizona']",new select cleaners,[],scottsdale az,"Trade, Professional and Personal Services"
10.95,5814.0,fast food restaurants,lenox coffee,['coffee shop'],lenox coffee,['coffee shop'],lenox ma,Entertainment
20.0,nan,nan,ferris mobile tool,"['view all', 'hardware store in el cajon, california']",t mobile,"['n st ⋅ opens fri', 'near el cajon', 'e main st ste ⋅ opens fri', 'parkway plaza ⋅ opens fri']",el cajon ca,Retail Trade
58.95,7216.0,dry cleaners,nordman fine dry clean,"['near el centro', 'dry cleaner · ross aveclosed ⋅ opens fri', 'dry cleaner · n imperial aveclosed ⋅ opens fri', 'laundromat · n stopen ⋅ closes']",green touch dry cleaning,"['dry cleaner in el centro, california']",el centro ca,"Trade, Professional and Personal Services"
40.0,nan,nan,angies nails,"['nail salon in el paso, texas']",angies nails,"['nail salon in el paso, texas']",el paso tx,"Trade, Professional and Personal Services"
27.2,nan,nan,superdollar store,"['variety store in dallas, texas']",super dollar store plus,"['dollar store in dallas, texas']",dallas tx,Retail Trade
6.68,nan,nan,pockets billards,"['near tijuana, baja california, mexico', 'bvld. industrial local ⋅ closes', 'av nueva aurora ⋅ closes', 'david alfaro siqueiros ⋅ closes']",pockets billiards,"['near tijuana, baja california, mexico', 'bvld. industrial local ⋅ closes', 'av nueva aurora ⋅ closes', 'david alfaro siqueiros ⋅ closes']",tijuana mx,Entertainment
27.0,nan,nan,nail to toe rescue,"['· nail griffith park blvdclosed ⋅ opens fri', '· nail york blvdclosed ⋅ opens fri', 'near los angeles']",nail to toe rescue,"['· nail griffith park blvdclosed ⋅ opens fri', 'near los angeles, ca', '· nail york blvdclosed ⋅ opens fri']",los angeles ca,"Trade, Professional and Personal Services"
21.99,nan,nan,xsport fitness mer,"['fairfax, vaopen hours', 'near virginia', 'view all', 'falls church, vaopen hours', 'alexandria, vaopen hours']",xsport fitness,"['near virginia', 'fairfax, vaopen hours', 'falls church, vaopen hours', 'alexandria, vaopen hours']",va,Health and Community Services
16.14,5046.0,commercial equipment (nec),wagner rents dtn,"['equipment rental agency in commerce city, colorado']",wagner rents,"['equipment rental agency in aurora, colorado']",denver co,Property and Business Services
18.78,nan,nan,cutlass grille,['jamaican restaurant'],cutlass grille,['jamaican restaurant'],chesapeake va,Entertainment
26.52,nan,nan,studio showcase,['view all'],disneys hollywood studios,"['theme park in bay lake, florida']",lake buena vi fl,Entertainment
126.0,7991.0,tourist attractions and exhibits,natchez pilgrimage tou,"['tour agency in natchez, mississippi']",natchez pilgrimage tours,"['tour agency in natchez, mississippi']",ms,Travel
25.0,5732.0,electronic sales,sedonix,"['twitter • minutes ago', 'twitter • days ago', 'twitter • day ago', 'digital journal · hour ago', 'city in arizona', 'view all', 'twitter • hours ago', 'news · days ago']",sedonix,"['twitter • minutes ago', 'twitter • days ago', 'twitter • day ago', 'city in arizona', 'view all', 'twitter • hours ago']",az,Retail Trade
8.62,nan,nan,knott's berry farm,"['view all', 'theme park in buena park, california']",knotts berry farm,"['twitter • days ago', 'twitter • hours ago', 'theme park in buena park, california', 'twitter • day ago']",buena park ca,Entertainment
25.0,2741.0,miscellaneous publishing and printing,ssm*greeley tribune,['view all'],greeley tribune,[],mo,Entertainment
70.0,7911.0,dance halls studios and schools,sarah shaw dance studi,"['view all', 'dance school in pueblo, colorado']",sarah shaw dance studio,"['view all', 'dance school in pueblo, colorado']",pueblo co,Entertainment
20.8,7230.0,barber or beauty shops,milagros salon spa ale,"['view all', 'hair salon in seattle, washington']",milagro salon,[],seattle wa,"Trade, Professional and Personal Services"
87.23,5085.0,industrial supplies (nec),defusco industrial sup,"['hardware store in tempe, arizona']",defusco industrial supply,"['hardware store in tempe, arizona']",tempe az,Retail Trade
59.94,nan,nan,bandanas restauran,['mexican restaurant'],bandanas mexican grille,['mexican restaurant'],wildwood nj,Entertainment
10.67,8931.0,accounting bookkeeping or auditing services,sq *los chilaquiles,['mexican restaurant'],los chilaquiles,['mexican restaurant'],chula vista ca,Entertainment
40.0,8099.0,medical services and health practitioners (nec),az dermatology group,"['prescott valley, azclosed ⋅ opens fri', 'near prescott, az', 'ainsworth drclosed ⋅ opens fri']",arizona dermatology,"['prescott valley, azclosed ⋅ opens fri', 'near prescott, az', 'ainsworth drclosed ⋅ opens fri']",prescott az,Health and Community Services
530.0,nan,nan,us *soccer federat,['nonprofit organization · ussoccer.com'],united states soccer federation,"['soccer club in chicago, illinois']",il,Entertainment
42.99,7538.0,automotive service shops (non-dealer),cinco auto,"['auto repair shop in fort bend county, texas']",cinco auto,"['auto repair shop in fort bend county, texas']",katy tx,Services to Transport
89.45,5411.0,grocery stores or supermarkets,patch barracks comm,['view all'],patch barracks comm,['view all'],germany xx,Retail Trade
20.0,5812.0,restaurants or eating places,pirates dinner adventu,['dinner theater'],pirates dinner adventure,['dinner theater'],buena park ca,Retail Trade
19.99,nan,nan,the d.v.d + game e,"['· $$electronics store · newark, declosed ⋅ opens fri', 'video game store · media, paclosed ⋅ opens fri', 'game store · n dupont hwyclosed ⋅ opens fri', 'near new castle, de']",dvd and game exchange,"['game store in new castle, delaware']",new castle de,Retail Trade
10.0,nan,nan,armand hammer muse,['art museum'],hammer museum,"['twitter • days ago', 'twitter • hours ago', 'art museum', 'view all']",los angeles ca,Entertainment
906.0,8220.0,universities colleges sr colleges or professional schools,ucsf cls housing,[],ucsf shuttle service,"['university in san francisco, california']",ca,Education
300.0,8099.0,medical services and health practitioners (nec),birthing from the hear,"['health consultant · s interstate', 'near denton, tx', 'view all', 'childbirth classclosed ⋅ opens fri', ""women's health clinic · n locust stclosed ⋅ opens fri""]",inanna birth and womens care,"[""women's health clinic in denton, texas""]",denton tx,Health and Community Services
19.47,5812.0,restaurants or eating places,black pepper pho,['restaurant'],black pepper pho restaurant,['restaurant'],boulder co,Entertainment
44.58,5965.0,combination catalog and retail merchant,sncf internet,[],sncf internet,[],isles les mel fr,Retail Trade
30.0,nan,nan,wallis quick stop,"['gas station in wallis, texas']",wallis quick stop,"['gas station in wallis, texas']",wallis tx,Services to Transport
10.46,nan,nan,cinnabon   square,['bakery'],cinnabon,"['s service rdclosed ⋅ opens sat', 'city centre dr, unit ⋅ opens fri', 'view all', 'near mississauga, on, canada']",mississauga cd,Retail Trade
100.0,nan,nan,mimi's nails & spa,"['bensalem, paclosed ⋅ opens fri', 'brooklyn, nyclosed ⋅ opens fri', 'near washington dc (hagerstown md)', 'cherry hill, njclosed ⋅ opens fri']",mimis nails and spa,"['near costa mesa, ca', '· nail ⋅ opens fri', '· nail e st ⋅ opens fri', '· nail newport blvd suite ⋅ opens fri']",costa mesa ca,"Trade, Professional and Personal Services"
166.99,5411.0,grocery stores or supermarkets,burnstad's tomah,['restaurant'],burnstads european restaurant,['restaurant'],tomah wi,Retail Trade
31.33,nan,nan,grahmann's true va,"['hardware store in schulenburg, texas']",grahmanns true value,"['hardware store in schulenburg, texas']",schulenburg tx,"Trade, Professional and Personal Services"
15.61,5812.0,restaurants or eating places,ken's diner,['bar'],kens diner,['bar'],des moines ia,Entertainment
25.63,5912.0,pharmcies or drug stores,ipm   met tower,"['apartment complex in seattle, washington']",ipm,"['parking garage in seattle, washington']",seattle wa,"Trade, Professional and Personal Services"
65.0,8042.0,ophthalmologists or optometrists,eye appeal optometry,"['eye care center in temecula, california']",eye appeal optometry,"['eye care center in temecula, california']",temecula ca,Health and Community Services
40.57,nan,nan,uptowncheap,"['thrift w sclosed ⋅ opens fri', 'thrift s eclosed ⋅ opens fri', 'near salt lake city, ut']",uptown cheapskate,"['w sclosed ⋅ opens fri', 'near salt lake city, ut', 's eclosed ⋅ opens fri']",salt lake cit ut,Retail Trade
5.41,nan,nan,southern lumber co,"['lumber store in san jose, california']",sierra lumber and fence,"['lumber store in san jose, california']",san jose ca,Retail Trade
36.16,nan,nan,crafts direct,['craft store'],crafts direct,['craft store'],waite park mn,Retail Trade
9.95,8999.0,professional services (nec),ezspeech writers inc,['view all'],ez speech writers orlando fl,"['speech pathologist in the fairview shores, florida']",fl,"Trade, Professional and Personal Services"
50.0,7298.0,beauty or health spas,vicky's nails & spa,"['nail salon in surprise, arizona']",vickys nails and spa,"['nail salon in surprise, arizona']",surprise az,"Trade, Professional and Personal Services"
20.72,nan,nan,labelle st,"['warehouse in palo alto, california']",labelle product division,"['warehouse in palo alto, california']",palo alto ca,"Trade, Professional and Personal Services"
1.35,nan,nan,star markets,[],market north end,['new american restaurant'],birmingham mi,Entertainment
51.12,nan,nan,junction oasis,"['tire shop in carlton county, minnesota']",junction tire service,"['tire shop in carlton county, minnesota']",carlton mn,Services to Transport
18.0,nan,nan,dive bar,"['· $$grill · w chinden blvdclosed ⋅ opens fri', '· $bar · w chinden blvd', 'gay bar · w chinden blvd', 'near garden city, id']",dive bar,"['· $$grill · w chinden blvdclosed ⋅ opens fri', '· $bar · w chinden blvd', 'gay bar · w chinden blvd', 'near garden city, id']",garden city id,Entertainment
185.0,5944.0,clock jewelry silverware or watch stores,frontier jewellers,"['jeweler in juneau, alaska']",frontier jewelers,"['jeweler in juneau, alaska']",juneau ak,Retail Trade
28.99,5814.0,fast food restaurants,n bar and deli at lax,"['· $$grill · tom bradley international terminal, world way', 'near los angeles international airport (lax), world way, los angeles, ca', '· $$american · terminal world way', 'cafe · los angeles, ca']",canters restaurant bakery deli and bar,['deli'],los angeles ca,Retail Trade
5.35,nan,nan,fremont  theatres,"['pm · pm · pm · pm', 'fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul | thu, jul', 'pm · pm · pm', 'pm · pm · pm · pm · pm · pm · pm', 'movie theater in fremont, nebraska']",main street theatres,"['pm · pm · pm · pm', 'fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul | thu, jul', 'pm · pm · pm', 'pm · pm · pm · pm · pm · pm · pm', 'movie theater in fremont, nebraska']",fremont ne,Entertainment
11.73,nan,nan,divan,[],divan,[],san ramon ca,Retail Trade
27.01,7299.0,misc personal services not elsewhere classified,sq *pancha thai cuisin,['seafood restaurant'],pancha thai cuisine,['seafood restaurant'],temecula ca,"Trade, Professional and Personal Services"
12.95,nan,nan,sq *top cab taxi,"['taxi service in chicago, illinois']",city service taxi,"['taxi service in chicago, illinois']",chicago il,Travel
3.06,5499.0,misc food stores - specialty markets & convenience,sendex,"['coffee shop in kirkland, washington']",kitanda espresso and acai,['coffee shop'],kirkland wa,Entertainment
26.79,5814.0,fast food restaurants,taco bueno #,['fast food restaurant'],taco bueno,['fast food restaurant'],irving tx,Entertainment
4775.0,nan,nan,pay*waterfront kay,['view all'],waterfront,"['neighborhood in long beach, california']",ca,Entertainment
19.0,nan,nan,ilya's barber shop,"['barber shop in phoenix, arizona']",ilyas barber shop,"['barber shop in phoenix, arizona']",phoenix az,"Trade, Professional and Personal Services"
9.1,5812.0,restaurants or eating places,mamma c's inc,['sandwich shop'],mamma c's inc,['sandwich shop'],madison nj,Entertainment
35.0,8220.0,universities colleges sr colleges or professional schools,univofut web paymnt,[],univofut web paymnt,[],ut,Education
