Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
21.5,5812.0,restaurants or eating places,huangs village,"['view all', 'restaurant']",huangs village,"['view all', 'restaurant']",veneta or,Entertainment
23.96,5812.0,restaurants or eating places,stables ranch grille,['southwestern restaurant (us)'],stables restaurant,"['view all', 'southwestern restaurant (us)']",tubac az,Entertainment
20.21,nan,nan,hueys poplar,['hamburger restaurant'],hueys,"['madison avecloses soon ⋅', 'poplar aveopen ⋅ closes', 'near memphis, tn', 's stclosed ⋅ opens fri']",memphis tn,Entertainment
756.52,nan,nan,cmi moulding tempe,"['wholesaler in tempe, arizona']",cmi,"['gold dealer · phoenix, azclosed ⋅ opens fri', 'location unknown', 'wholesaler · tempe, azclosed ⋅ opens fri', 'advertising agency · new york, nyclosed ⋅ opens']",az,Property and Business Services
51.83,nan,nan,waconia farm suppl,['hardware store'],ufc farm supply,['hardware store'],waconia mn,Retail Trade
1.0,nan,nan,herron`s discount,"['· $clothing store · mc cart ave ste ⋅ opens fri', 'near fort worth, tx', 'real estate agent · heritage trace pkwyclosed ⋅ opens fri', 'grocery store · jacksboro hwyclosed ⋅ opens fri']",herrons dollar,['grocery store'],fort worth tx,Retail Trade
95.0,7299.0,misc personal services not elsewhere classified,cypress gardens # ass,[],cypress coast physical therapy,"['physical therapy clinic in monterey, california']",az,Health and Community Services
19.66,8099.0,medical services and health practitioners (nec),mhc central billing of,[],mhc healthcare marana main health center,"['medical clinic in marana, arizona']",az,Health and Community Services
23.65,nan,nan,mb*www.kalonline.c,[],london gold,"['hatton gardenclosed ⋅ opens', 'mayfair, united kingdomclosed ⋅ opens', 'level devonshire house, mayfair plclosed ⋅ opens', 'near london, uk']",london gb,Retail Trade
100.77,8011.0,doctors or physicians,masoud khorsand roswel,"['near new mexico', 'hospital · roswell, nmopen hours', 'endodontist · roswell, nmclosed ⋅ opens fri']",khorsand massoud md,"['hematologist in roswell, new mexico']",nm,Health and Community Services
43.09,nan,nan,mebane stopping,"['truck stop · buckhorn rdopen hours', 'near mebane, nc', 'view all', 'truck stop · trollingwood hawfields rdopen hours']",a keith maready truck tire services,['truck stop'],mebane nc,Services to Transport
30.0,8011.0,doctors or physicians,parker family care,"['medical clinic in douglas county, colorado']",parker family care,"['medical clinic in douglas county, colorado']",parker co,Health and Community Services
95.0,8398.0,charitable or social services organizations,nscs,"['non-profit organization in washington, d.c.']",nscs,"['non-profit organization in washington, d.c.']",dc,Education
10.0,5812.0,restaurants or eating places,elevated grounds coffe,['coffee shop'],elevated grounds coffeehouse,['coffee shop'],wilson wy,Entertainment
8.39,5812.0,restaurants or eating places,le boulanger online ii,[],le boulanger,"['cupertino, catemporarily closed', 'mountain view, caclosed ⋅ opens fri', 'near california', 'menlo park, caclosed ⋅ opens fri']",ca,Retail Trade
375.0,8220.0,universities colleges sr colleges or professional schools,uaa college of educati,"['college in anchorage, alaska']",university of alaska,"['public university · juneau, akclosed ⋅ opens fri', 'public university · fairbanks, akclosed ⋅ opens tue', 'university · anchorage, akclosed ⋅ opens fri', 'near alaska']",ak,Education
35.98,nan,nan,desotos seafood ki,"['· $$seafood · e aveclosed ⋅ opens fri', 'near gulf shores, al', '· $$seafood · w aveclosed ⋅ opens fri', '· $$seafood · e beach blvdclosed ⋅ opens fri']",desotos seafood kitchen,['seafood restaurant'],gulf shores al,Entertainment
869.57,nan,nan,dtac shop platinum,"['thailandopen ⋅ closes', 'ศูนย์การค้าเทอร์มินอล เลขที่ soi sukhumvit ⋅ closes', 'near bangkok, thailand', 'อาคาร platinum ชั้น phetchaburi rdopen ⋅ closes']",bangkok thai,"['capital of thailand', 'view all']",bangkok th,Entertainment
43.56,5947.0,card gift novelty or souvenir shops,hawkeye design,['view all'],hawkeye detailing,"['· car detailing guignard drclosed ⋅ opens fri', '· car detailing osprey drclosed ⋅ opens fri', '· car detailing servicest helens, orclosed ⋅ opens fri', 'near hood river, or']",hood river or,Retail Trade
86.08,5812.0,restaurants or eating places,cafe ga hyang,['korean restaurant'],cafe ga hyang,['korean restaurant'],glendale az,Entertainment
7.52,nan,nan,lohas teriyaki,['asian fusion restaurant'],lohas teriyaki,['asian fusion restaurant'],irving tx,Entertainment
227.0,7922.0,theatrical producers (excl motion pictures) ticket agencies,hot seats tickets,"['event ticket seller in itasca, illinois']",hot seats ticket services,"['event ticket seller in itasca, illinois']",il,Entertainment
39.21,5812.0,restaurants or eating places,redneck gourmet,"['view all', 'restaurant']",redneck gourmet,"['view all', 'restaurant']",newnan ga,Entertainment
35.0,8041.0,chiropractors,elevate chiropractic,"['wellness center in orem, utah']",elevate chiropractic,"['wellness center in orem, utah']",orem ut,Health and Community Services
1.75,nan,nan,lulu carpenters ca,['coffee shop'],lulu carpenters,['coffee shop'],santa cruz ca,Entertainment
10.2,5499.0,misc food stores - specialty markets & convenience,edward marc chocolatie,['corporate office'],edward marc chocolatier,['corporate office'],arlington va,Retail Trade
25.0,nan,nan,jose perez md,[],perez jose md,"['pulmonologist in corpus christi, texas']",alice tx,Health and Community Services
12.93,nan,nan,bugformance,"['auto parts store in sacramento, california']",bugformance of sacramento,"['auto parts store in sacramento, california']",sacramento ca,Retail Trade
14.45,nan,nan,pita grill,"['aveclosed ⋅ opens', 'near new york, ny']",pita grill,"['aveclosed ⋅ opens', 'near new york, ny']",new york ny,Entertainment
9.72,nan,nan,sq *cocos locos,[],cocos locos,"['· $$mexican · las vegas, nvclosed ⋅ opens fri', 'near nevada', 'grill · las vegas, nv', 'cocktail bar · las vegas, nvtemporarily closed']",las vegas nv,Entertainment
100.0,nan,nan,neil w thornhill d,"['dentist in new castle, indiana']",thornhill neil w dds,"['dentist in new castle, indiana']",new castle in,Health and Community Services
32.59,5812.0,restaurants or eating places,jimmys diner,['restaurant'],jimmys diner,['restaurant'],corona ca,Entertainment
268.09,nan,nan,blagg tire service,"['tire shop in grapevine, texas']",blagg tire pros and service,"['tire shop in grapevine, texas']",grapevine tx,Services to Transport
10.57,nan,nan,krauses chocolates,['chocolate shop'],krauses chocolates,['chocolate shop'],new paltz ny,Retail Trade
48.0,7922.0,theatrical producers (excl motion pictures) ticket agencies,tm *colorado rockies,[],colorado rockies,[],ca,Retail Trade
30.0,8398.0,charitable or social services organizations,mda orlando a,[],muscular dystrophy association,"['near columbus oh, oh', 'chicago, ilclosed ⋅ opens fri', 'st. petersburg, flclosed ⋅ opens', 'okemos, miclosed ⋅ opens']",fl,Health and Community Services
4.25,nan,nan,kjs cafe mission c,['cafe'],kjs cafe,['cafe'],santa clara ca,Entertainment
9.58,5812.0,restaurants or eating places,tito's burritos,['tex-mex restaurant'],titos burritos,['tex-mex restaurant'],summit nj,Entertainment
100.2,nan,nan,bestway rent to ow,"['baseline rdclosed ⋅ opens fri', 'w markham stclosed ⋅ opens fri', 'north little rock, arclosed ⋅ opens fri', 'near little rock, ar']",bestway rent to own,"['furniture rental service in north little rock, arkansas']",n. little roc ar,Retail Trade
12.9,nan,nan,nancys kitchen,"['view all', 'soup kitchen in appalachia, virginia']",nancys kitchen,"['view all', 'soup kitchen in appalachia, virginia']",appalachia va,Entertainment
43.64,5499.0,misc food stores - specialty markets & convenience,sq *kwytza chopstick a,['view all'],chopstix asian diner,['restaurant'],tucson az,Entertainment
69.24,6513.0,real estate agents and managers-rentals,monarch mini storage,"['boat storage facility in st. george, utah']",monarch mini storage,"['boat storage facility in st. george, utah']",st. george ut,"Trade, Professional and Personal Services"
50.04,nan,nan,lacoste#mebane,"['outlet store in mebane, north carolina']",lacoste mebane outlet,"['outlet store in mebane, north carolina']",mebane nc,Retail Trade
23.54,5499.0,misc food stores - specialty markets & convenience,t & t market,['supermarket'],t and t market,"['supermarket in burnaby, british columbia']",az,Retail Trade
39.0,5331.0,variety stores,rosehall booze  and bi,"[""tourist attraction in st.bran's burg, jamaica""]",montego restaurant,"['· $$restaurant · gloucester aveclosed ⋅ opens fri', 'near montego dr, montego bay, jamaica', '· $$jamaican · fort st', 'restaurant · ⋅ opens fri']",montego bay jm,Retail Trade
40.0,nan,nan,nomad aquatics and,"['swimming instructor in cabarrus county, north carolina']",nomad aquatics and fitness,"['swimming instructor in cabarrus county, north carolina']",huntersville nc,Health and Community Services
83.55,5137.0,men's women's and children's uniforms,twinhill,"['view all', 'open in maps']",twin hill distribution center,[],tx,Retail Trade
64.45,5965.0,combination catalog and retail merchant,blair  *blair,['view all'],blair  *blair,['view all'],pa,Retail Trade
20.25,nan,nan,tubac golf shop,"['art gallery · tubac rdclosed ⋅ opens fri', 'gift shop · tubac rdclosed ⋅ opens fri', 'near tubac, az', 'resort hotel · avenida de oterorefined resort on a ranch']",golf shop,"['store · will rogers lnclosed ⋅ opens sat', 'near tubac, az', 'golf shop · green valley, az']",tubac az,Retail Trade
22.0,5814.0,fast food restaurants,"clair's classic food,",[],clairs classic foods,['view all'],jupiter fl,Entertainment
23.76,4816.0,computer network/info svcs,fotki,[],fotki,[],ca,"Trade, Professional and Personal Services"
75.0,nan,nan,decoto family dent,"['dentist in union city, california']",decoto family dentistry,"['dentist in union city, california']",ca,Health and Community Services
1.96,7399.0,business services (nec),point wc carrou,"['view all', 'public bathroom in paris, france']",point wc carrou,"['public bathroom in paris, france']",paris  fr,Property and Business Services
32.06,5947.0,card gift novelty or souvenir shops,l' amour shoppe,"['adult dvd store in fremont, california']",lamour shoppe,"['adult dvd store in fremont, california']",fremont ca,Entertainment
27.0,nan,nan,the yost theater,"['theater in santa ana, california']",yost theater,"['theater in santa ana, california']",santa ana ca,Entertainment
26.7,nan,nan,bluefin office gro,"['office furniture store in orem, utah']",bluefin office,"['office furniture store in orem, utah']",ut,Retail Trade
71.0,5733.0,music stores musical instruments pianos sheet music,bizarre guitar & drums,"['musical instrument store in phoenix, arizona']",bizarre guitar and drum,"['musical instrument store in phoenix, arizona']",phoenix az,Retail Trade
2.19,nan,nan,kafe berlin,['cafe'],kafe,"['near seattle, wa', '· $cafe · maynard ave sclosed ⋅ opens fri', 'grocery store · ave sclosed ⋅ opens fri', 'cafe · thomas stclosed ⋅ opens fri']",seattle wa,Entertainment
8.33,5814.0,fast food restaurants,herald square market,['sandwich shop'],courtyard by marriott new york manhattan herald square,['hotel'],new york ny,Travel
15.6,5814.0,fast food restaurants,kfc ellijay,"['ringgold, gaclosed ⋅ opens', 'chatsworth, gaclosed ⋅ opens', 'near ellijay river, ellijay, ga', 'cumming, gaclosed ⋅ opens']",kfc,['chicken restaurant'],east ellijay ga,Entertainment
3.47,nan,nan,copy that llc,"['print shop in american fork, utah']",copy that shop,"['print shop in american fork, utah']",american fork ut,Property and Business Services
12.0,4816.0,computer network/info svcs,grapewire.usd,['view all'],grapewire.usd,['view all'],reykjavik is,"Trade, Professional and Personal Services"
1296.95,nan,nan,sleep experts,"['mattress store in fort worth, texas']",sleep experts,"['mattress store in fort worth, texas']",burleson tx,Retail Trade
13.24,5995.0,pet shops pet foods and supplies stores,midway tropical fish,"['tropical fish store in kent, washington']",midway tropical fish and pets,"['tropical fish store in kent, washington']",kent wa,Retail Trade
153.0,5699.0,apparel and accessory shops -- miscellaneous,archundi & company,[],archundi and co fischer tx,[],san marcos tx,Retail Trade
20.0,8398.0,charitable or social services organizations,avid center,"['non-profit organization in san diego, california']",avid center,"['non-profit organization in san diego, california']",san diego ca,Health and Community Services
13.53,nan,nan,cool de sac evento,"['view all', 'health food restaurant']",cool de sac,['health food restaurant'],huixquilucan mx,Travel
25.15,nan,nan,flow mazda,"['mazda dealer in albemarle county, virginia']",flow mazda of charlottesville,"['mazda dealer in albemarle county, virginia']",charlottesvle va,Retail Trade
55.0,nan,nan,carteret eyecare a,"['optometrist · orchard stclosed ⋅ opens', 'optometrist · washington ave unit ⋅ opens', 'near carteret, nj']",carteret eyecare associates,"['optometrist in carteret, new jersey']",nj,Health and Community Services
20.0,nan,nan,subway mass ave,['sandwich shop'],subway,"['boston, maclosed ⋅ opens', 'boston, matemporarily closed', 'location unknown', 'view all']",boston ma,Entertainment
30.25,5968.0,continuity/subscription merchant,twx*sx*sunset,['view all'],twx*sx*sunset,['view all'],stamford ny,Property and Business Services
24.48,5812.0,restaurants or eating places,tacos y mariscos los p,"['mexican · w indian school rdclosed ⋅ opens fri', 'mexican · s ave', 'mexican · w mcdowell rd', 'near phoenix, az']",tacos y mariscos el conchal,['mexican restaurant'],phoenix az,Entertainment
9.49,5812.0,restaurants or eating places,crazy ii buffet,['chinese restaurant'],crazy buffet,['chinese restaurant'],il,Entertainment
36.25,4899.0,cable and other pay television services,weststar tv ltd,[],weststar,['view all'],grand cayman ka,Property and Business Services
